timestamp,title,side,outcome,price,size,slug,eventSlug,proxyWallet,asset,conditionId
22/02/2026 13:46:00,Sunderland AFC vs. Fulham FC: O/U 1.5,BUY,Over,0.73,30.0,epl-sun-ful-2026-02-22-total-1pt5,epl-sun-ful-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,56801363411183780040830499185830974450076943135400664178205768340478809674736,0x79cbddc16615e9b3865fe02900107a0e73bacfeb75f32617f2eb000dfb9ebb23
22/02/2026 13:45:02,Crystal Palace FC vs. Wolverhampton Wanderers FC: O/U 4.5,BUY,Under,0.87,5.0,epl-cry-wol-2026-02-22-total-4pt5,epl-cry-wol-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,98081524649372238021323593358643813586107713379488838133700770930722623670652,0x88dfa3e696e59468ee76005c076f3e9c29624d3beecba4339d69429de353718b
22/02/2026 13:44:48,Crystal Palace FC vs. Wolverhampton Wanderers FC: O/U 4.5,BUY,Under,0.87,15.0,epl-cry-wol-2026-02-22-total-4pt5,epl-cry-wol-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,98081524649372238021323593358643813586107713379488838133700770930722623670652,0x88dfa3e696e59468ee76005c076f3e9c29624d3beecba4339d69429de353718b
22/02/2026 13:43:00,Nottingham Forest FC vs. Liverpool FC: O/U 1.5,BUY,Over,0.81,30.0,epl-not-liv-2026-02-22-total-1pt5,epl-not-liv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,105291700770090444366318680141964145639126693424383400831571963075692127777058,0xda8c3fd761d56b1f9f06db1b3c1ef7fe00eb938220eebb7685bd89526a3c46a7
22/02/2026 00:12:38,CD Riestra vs. CA Huracán: O/U 3.5,SELL,Under,0.99,12.86,arg-rie-cah-2026-02-21-total-3pt5,arg-rie-cah-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,40550140127847419620838859715649802047499264751839970810436835184602042454480,0xbc15f6f16d97dd1be5efff4c09dad98b879286c87bb6f14479cf995fbb75f884
21/02/2026 22:10:04,CA Banfield vs. CA Newell's Old Boys: O/U 3.5,BUY,Under,0.86,40.0,arg-ban-new-2026-02-21-total-3pt5,arg-ban-new-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,80682673907270828204381383162900503627963428716977370260015898777654295959702,0x4023771092c413431fe0c185261d188550ad18653302dc8d1b160d41fb395664
21/02/2026 22:08:44,CA Platense vs. CA Barracas Central: O/U 3.5,SELL,Under,0.999,40.0,arg-pla-bar-2026-02-21-total-3pt5,arg-pla-bar-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,60570085792657120728077794534681623644650715298520373994587804830771674428452,0xe83051a775df78ca7e6e468babd314edeea379b0fceb50f7370c3c85e7474a5c
21/02/2026 22:07:44,CS Independiente Rivadavia vs. CA Independiente: O/U 4.5,SELL,Under,0.001,60.0,arg-riv1-ind-2026-02-19-total-4pt5,arg-riv1-ind-2026-02-19-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,29053586571218066746858391195583640715139554908266415514724063685886130020052,0x12ac0a86f8623508b67272783940fe214aea2c56290e4af545b87a0e2c283842
21/02/2026 21:56:30,CD Riestra vs. CA Huracán: O/U 3.5,BUY,Under,0.92,45.0,arg-rie-cah-2026-02-21-total-3pt5,arg-rie-cah-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,40550140127847419620838859715649802047499264751839970810436835184602042454480,0xbc15f6f16d97dd1be5efff4c09dad98b879286c87bb6f14479cf995fbb75f884
21/02/2026 21:22:42,CS Independiente Rivadavia vs. CA Independiente: O/U 4.5,BUY,Under,0.902,39.98,arg-riv1-ind-2026-02-19-total-4pt5,arg-riv1-ind-2026-02-19-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,29053586571218066746858391195583640715139554908266415514724063685886130020052,0x12ac0a86f8623508b67272783940fe214aea2c56290e4af545b87a0e2c283842
21/02/2026 20:45:58,CS Independiente Rivadavia vs. CA Independiente: O/U 3.5,BUY,Under,0.89,18.87,arg-riv1-ind-2026-02-19-total-3pt5,arg-riv1-ind-2026-02-19-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,12547819406490184388319884700150136193973488810134033893354296706457070448069,0x0e9fed634fc5617682d17384c74fb378a7bcd60c0958c72eb2679e0f57c74ce6
21/02/2026 20:25:12,Manchester City FC vs. Newcastle United FC: O/U 1.5,SELL,Over,0.99,60.0,epl-mac-new-2026-02-21-total-1pt5,epl-mac-new-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,87616356497791520368185872396541919727325060200447953017553135577933272641249,0x02cdf6dbc176ee4ae5be72807d3813f6e2983625fa7d9bf0415459535c4ce166
21/02/2026 17:11:12,CA Platense vs. CA Barracas Central: O/U 3.5,BUY,Under,0.9,21.0,arg-pla-bar-2026-02-21-total-3pt5,arg-pla-bar-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,60570085792657120728077794534681623644650715298520373994587804830771674428452,0xe83051a775df78ca7e6e468babd314edeea379b0fceb50f7370c3c85e7474a5c
21/02/2026 17:10:24,Manchester City FC vs. Newcastle United FC: O/U 1.5,BUY,Over,0.85,60.0,epl-mac-new-2026-02-21-total-1pt5,epl-mac-new-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,87616356497791520368185872396541919727325060200447953017553135577933272641249,0x02cdf6dbc176ee4ae5be72807d3813f6e2983625fa7d9bf0415459535c4ce166
21/02/2026 16:56:48,Aston Villa FC vs. Leeds United FC: O/U 2.5,SELL,Under,0.99,50.0,epl-ast-lee-2026-02-21-total-2pt5,epl-ast-lee-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,101377635564743737965186890415940147165332574008997808671614294633205621537519,0x090e0e08bf1d136c4b3919b3a41a43117789f0d05a41aa68fc14a23ede9353a0
21/02/2026 16:17:52,Aston Villa FC vs. Leeds United FC: O/U 1.5,BUY,Over,0.77,30.0,epl-ast-lee-2026-02-21-total-1pt5,epl-ast-lee-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,3177082822760532021940883083596159741083888830734128817374416472672353626367,0x92d2bb7c6a32db8917039b4226060e3dc665a0c4e0393f47c285899fc3819721
21/02/2026 15:27:46,Juventus FC vs. Como 1907: O/U 1.5,SELL,Over,0.999,60.0,sea-juv-com-2026-02-21-total-1pt5,sea-juv-com-2026-02-21-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,2371098251563733318553218213590976075456874717926612683433305649533361764974,0xd82ec913a74a51aa28fc8e0e95796628def71c2c0fb71db6aa8f78919070de22
